nbfc_id,nbfc_name,layer,region,quarter,period_end,sector,loan_outstanding_cr,gnpa_pct,nnpa_pct,crar_pct,roa_pct
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY25Q4,31-03-2025,  Infrastructure ,21525.83,2.56%,0.538,26.32,2.607
NBFC052,BaseFin 52 Ltd,BL,North,FY23Q4,31/03/2023,  MSME ,2152.21,4.568,1.507,,3.113
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY23Q4,2023-03-31,Retail (Personal/Unsecured),18302.36,5.876,1.939,999,2.438
NBFC048,BaseFin 48 Ltd,base layer,East,FY24Q2,30/09/2023,Microfinance,3178.44,7.224,2.167,27.13%,3.461
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY23Q2,2022-09-30,Microfinance,18862.46,9.33,3.359,29.42%,2.308
  NBFC052 ,BaseFin 52 Ltd,base layer,North,FY21Q4,31-03-2021,MFI,2363.48,12.253,5.514,-,0.988
NBFC037,MiddleFin 37 Ltd,middle layer,North,FY23Q2,30-09-2022,Retail (Gold),12103.86,1.531,0.551,29.57%,2.686
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY25Q4,2025-03-31,Infrastructure,11641.9,2.402,0.504,26.5,3.071
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY24Q2,30-09-2023,GOLD LOAN,11726.73,1.143,0.343,26.93,2.715
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY22Q4,31/03/2022,Microfinance,10099.33,11.064,4.315,NA,1.891
NBFC003,UpperFin 03 Ltd,UPPER LAYER,East,FY25Q4,31-03-2025,Retail (Personal/Unsecured),19525.62,4.833,1.015,25.21,2.291
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY24Q4,2024-03-31,Wholesale/Corporate,1343.52,2.537,0.685,27.84,2.924
NBFC009,UpperFin 09 Ltd,UL,Central,FY23Q2,2022-09-30,Wholesale/Corporate,"15,965.49",5.09,1.832,28.19,1.611
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY22Q2,30-09-2021,Microfinance,2936.66,12.268,5.153,27.93,1.15
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY25Q2,2024-09-30,Retail (Vehicle),"1,654.46",3.099,0.744,26.79,2.519
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY24Q4,2024-03-31,Retail (Vehicle),"3,134.88",2.204,0.595,28.26,3.032
NBFC001,UpperFin 01 Ltd,upper layer,South,FY23Q2,30/09/2022,Retail (Housing),25389.24,2.531,NA,28.2,2.397
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY22Q4,31-03-2022,Infrastructure,210.6,4.553,1.776,999,1.297
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY22Q4,31/03/2022,Microfinance,17425.67,10.418,4.063,24.94,2.291
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY25Q4,2025-03-31,Retail (Personal/Unsecured),3822.94,4.966,1.043,26.95,2.567
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY24Q2,2023-09-30,Retail (Personal/Unsecured),17156.61,5.822,1.747,27.88,2.731
NBFC047,BaseFin 47 Ltd,  Base Layer ,North,FY24Q4,2024-03-31,Retail (Housing),804.95,1.203,0.325,25.54,3.175
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY24Q2,30-09-2023,Retail (Gold),15839.93,1.161,0.348,29.47,3.377
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY24Q2,30/09/2023,Retail (Personal/Unsecured),3701.37,5.617,NA,28.02,3.468
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY25Q4,31/03/2025,Retail (Personal/Unsecured),32837.38,4.585,0.963,26.87,2.237
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY22Q2,2021-09-30,  Microfinance ,2290.84,12.517,5.257,28.88,2.092
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY22Q4,31-03-2022,Wholesale/Corporate,-100,5.847,2.28,24.7,2.221
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY23Q2,30/09/2022,MFI,16952.58,9.167,,27.3,1.586
NBFC044,BaseFin 44 Ltd,BASE LAYER,Central,FY25Q4,31/03/2025,Microfinance,5210.7,5.991,1.258,23.98%,3.396
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY22Q2,30-09-2021,Wholesale/Corporate,381.38,6.447,2.708,24.12,2.017
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY25Q4,31-03-2025,Microfinance,8554.29,5.931,1.246,26.48,3.21
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY22Q2,30-09-2021,Retail (Housing),807.1,3.174,1.333,23.71,1.113
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY23Q4,31/03/2023,  Wholesale/Corporate ,8053.73,4.22,1.393,27.16%,3.433
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY22Q2,30/09/2021,Retail (Personal/Unsecured),24219.31,10.024,4.21,26.18,2.034
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY21Q4,2021-03-31,Retail (Gold),2581.84,2.023,0.91,27.32,1.83
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY25Q4,31-03-2025,Microfinance,6150.24,5.61,1.178,28.13%,3.189
NBFC033,MiddleFin 33 Ltd,Middle  Layer,East,FY25Q4,31/03/2025,Infrastructure,"8,504.42",2.492,,24.46,2.843
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY21Q4,31/03/2021,Wholesale/Corporate,8639.27,6.691,3.011,24.13,1.285
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY24Q2,30-09-2023,Retail (Gold),"24,517.15",1.172,0.352,26.4,3.533
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY22Q4,2022-03-31,Retail (Housing),15118.67,2.806,1.094,25.5,1.38
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY24Q4,31-03-2024,Retail (Personal/Unsecured),30489.58,3.68,0.994,26.66,3.825
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY24Q2,30/09/2023,retail (housing),1051.72,1.909,0.573,24.61,2.972
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY22Q4,31/03/2022,GOLD LOAN,2903.39,1.754,0.684,28.29,1.569
NBFC037,MiddleFin 37 Ltd,Middle  Layer,North,FY25Q4,2025-03-31,Microfinance,"21,673.47",5.78,1.214,25.18,2.413
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY25Q2,2024-09-30,MSME,3427.87,3.763,0.903,28.48,2.632
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY23Q2,30-09-2022,MSME,"17,198.15",5.905,2.126,N/A,1.939
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY25Q2,2024-09-30,MSME,31697.79,4.027,0.966,28.04,2.566
NBFC035,MiddleFin 35 Ltd,middle layer,West,FY23Q4,31-03-2023,Infrastructure,14337.36,3.05,1.006,26.22%,2.474
NBFC043,BaseFin 43 Ltd,Base Layer,East,FY23Q2,30-09-2022,gold,2355.76,1.542,0.555,24.72,1.599
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY25Q4,31-03-2025,Wholesale/Corporate,20664.82,3.178,0.667,26.74,3.333
NBFC014,UpperFin 14 Ltd,UPPER LAYER,Central,FY24Q2,30/09/2023,Wholesale/Corporate,13700.4,3.99,1.197,25.52,3.159
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY25Q4,31/03/2025,Retail (Personal/Unsecured),3624.37,4.751,0.998,25.93,3.168
NBFC034,MiddleFin 34 Ltd,ML,Central,FY23Q4,31-03-2023,msme,16655.96,4.667,1.54,29.97,2.369
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY25Q2,30-09-2024,Infrastructure,11170.54,2.593,NA,27.97,NA
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY24Q4,31/03/2024,M.S.M.E,3287.28,2.779,0.75,27.68%,3.793
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY25Q2,2024-09-30,MSME,15984.75,3.83,0.919,27.53,N/A
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY24Q2,30-09-2023,Retail (Gold),8781.91,1.17,0.351,26.15,2.904
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY24Q4,31-03-2024,Microfinance,"6,869.75",4.489,1.212,28.46,3.198
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY24Q2,30/09/2023,Retail (Vehicle),25343.88,3.552,1.066,25.85,2.679
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY22Q2,30/09/2021,Retail (Personal/Unsecured),1683.81,10.421,4.377,27.97,1.459
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY22Q2,30-09-2021,housing,19298.41,3.242,1.362,26.85,1.967
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY24Q2,2023-09-30,MSME,18377.13,4.498,1.349,28.68,3.46
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY25Q2,2024-09-30,Infrastructure,23252.18,2.748,0.66,27.38,2.56
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY21Q4,31/03/2021,Retail (Vehicle),8606.14,5.828,2.623,25.9,1.035
  NBFC018 ,MiddleFin 18 Ltd,Middle Layer,East,FY25Q4,31-03-2025,Retail (Housing),37590.01,1.518,0.319,25.59,3.207
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY22Q2,30-09-2021,GOLD LOAN,4074.15,2.003,0.841,25.62,2.138
NBFC054,BaseFin 54 Ltd,BL,Central,FY23Q4,31/03/2023,Wholesale/Corporate,745.53,3.958,1.306,25.12,2.9
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY22Q2,30/09/2021,Infrastructure,14168.75,5.048,2.12,24.03,1.459
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY22Q4,31-03-2022,Retail (Personal/Unsecured),2974.91,8.962%,3.495,28.02,2.283
NBFC030,MiddleFin 30 Ltd,ML,West,FY25Q2,2024-09-30,Infrastructure,"15,836.85",2.739,0.657,999,2.473
  NBFC010 ,UpperFin 10 Ltd,Upper Layer,West,FY21Q4,31-03-2021,Retail (Personal/Unsecured),"8,243.37",9.801,4.41,22.49,1.578
NBFC001,UpperFin 01 Ltd,  Upper Layer ,South,FY25Q2,2024-09-30,Retail (Housing),35604.44,1.652,0.396,25.47,2.583
NBFC013,UpperFin 13 Ltd,UPPER LAYER,East,FY25Q2,30/09/2024,MSME,13030.03,3.733,0.896,25.95,3.397
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY22Q2,30-09-2021,MSME,14261.76,7.664,3.219,23.79,1.452
NBFC016,MiddleFin 16 Ltd,Middle Layer,South,FY24Q2,30/09/2023,Retail (Gold),17270.98,1.222,0.367,25.18,3.081
NBFC046,BaseFin 46 Ltd,BASE LAYER,South,FY23Q4,31/03/2023,Retail (Vehicle),2433.61,3.542,1.169,NA,2.633
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY22Q2,30/09/2021,M.S.M.E,21729.41,7.71,3.238,23.19%,1.476
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY24Q4,2024-03-31,Retail (Personal/Unsecured),3187.93,3.701,0.999,27.18,3.294
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY23Q2,30-09-2022,Retail (Personal/Unsecured),8237.03,7.694,2.77,28.36,2.245
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY25Q2,2024-09-30,Retail (Vehicle),2900.05,3.115,0.748,26.9,3.143
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY24Q2,30-09-2023,Wholesale/Corporate,703.01,3.992,1.198,27.18,2.514
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY25Q4,31/03/2025,Retail (Personal/Unsecured),28988.62,4.597,0.965,25.02,2.261
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY22Q2,30/09/2021,Infrastructure,134.46,5.006,2.103,26.27,1.598
NBFC032,MiddleFin 32 Ltd,ML,North,FY25Q2,30-09-2024,  Retail (Gold) ,14591.85,1.043%,0.25,24.98,3.537
NBFC059,BaseFin 59 Ltd,Base Layer,Central,FY24Q4,2024-03-31,microfinance,5030.95,4.839,1.307,24.73,3.733
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY21Q4,2021-03-31,Retail (Gold),8267.05,1.986,0.894,25.7,2.03
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY25Q4,2025-03-31,housing,"32,632.46",1.522%,0.32,24.99%,3.062
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY21Q4,31-03-2021,Retail (Vehicle),1870.76,5.944,2.675,22.81,1.432
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY21Q4,31/03/2021,Retail (Personal/Unsecured),8555.19,9.769,4.396,22.04,1.667
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY25Q2,30-09-2024,housing,13766.39,1.585,0.38,25.58,2.572
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY22Q4,31/03/2022,Retail (Housing),"1,290.40",2.941,1.147,25.82,1.561
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY24Q4,2024-03-31,Infrastructure,17422.62,1.917,0.518,28.22,2.813
NBFC050,BaseFin 50 Ltd,Base Layer,West,FY25Q2,30-09-2024,MSME,"3,489.42",3.758,0.902,27.32,2.512
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY21Q4,31-03-2021,Microfinance,2452.87,12.223,5.5,23.24%,1.597
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY22Q2,30-09-2021,Retail (Vehicle),1975.93,5.891,2.474,23.25,2.041
NBFC049,BaseFin 49 Ltd,base layer,Central,FY23Q4,31/03/2023,Infrastructure,282.15,3.037,1.002,28.48,2.697
  NBFC019 ,MiddleFin 19 Ltd,  Middle Layer ,Central,FY22Q2,30-09-2021,Microfinance,16438.26,12.015,5.046,26.48,1.599
NBFC030,MiddleFin 30 Ltd,ML,West,FY22Q2,30-09-2021,Retail (Housing),17331.21,3.236,1.359,24.81,1.375
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY25Q2,30-09-2024,GOLD LOAN,3296.98,1.026,0.246,27.99,2.779
NBFC001,UpperFin 01 Ltd,  Upper Layer ,South,FY21Q4,31-03-2021,Retail (Gold),"5,749.09",2.006,0.903,25.88,1.064
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY25Q4,31-03-2025,Retail (Gold),9225.36,0.95%,0.199,24.57,3.091
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY21Q4,2021-03-31,  MSME ,979.54,7.291,3.281,27.15,1.92
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY23Q2,30-09-2022,Infrastructure,13571.65,4.003,1.441,25.12,2.174
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY23Q2,30-09-2022,Microfinance,14524.63,9.896,3.563,28.46,2.584
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY25Q4,2025-03-31,Wholesale/Corporate,"1,020.49",3.018,0.634,26.73,2.424
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY23Q4,31-03-2023,Retail (Housing),18398.71,1.986,0.655,26.33,2.994
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY25Q4,31-03-2025,Wholesale/Corporate,14857.75,3.209,0.674,27.4,3.049
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY21Q4,31-03-2021,MSME,1156.41,7.296,3.283,25.17,2.091
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY22Q2,2021-09-30,Wholesale/Corporate,"9,124.99",6.656,2.796,25.81,1.836
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY24Q4,31/03/2024,Microfinance,"11,744.17",4.675,1.262,26.16,3.649
NBFC031,MiddleFin 31 Ltd,Middle  Layer,South,FY22Q2,30-09-2021,Retail (Personal/Unsecured),17036.51,10.535,4.425,29.08,1.049
NBFC025,MiddleFin 25 Ltd,Middle  Layer,West,FY23Q4,31/03/2023,Microfinance,9857.76,7.099,2.343,28.75,3.081
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY22Q4,31/03/2022,MSME,1745.24,6.577,2.565,24.59,2.214
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY24Q4,31/03/2024,Retail (Vehicle),13604.62,2.284,0.617,25.54,2.891
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY22Q2,2021-09-30,Retail (Vehicle),1412.42,5.745,2.413,28.61,1.95
NBFC012,UpperFin 12 Ltd,Upper Layer,North,FY25Q2,2024-09-30,Retail (Personal/Unsecured),11197.2,5.102,1.224,-,2.442
NBFC005,UpperFin 05 Ltd,UL,West,FY22Q2,2021-09-30,Retail (Housing),15834.96,3.286,1.38,28.36,1.366
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY22Q2,30/09/2021,msme,13770.16,7.11,2.986,24.67,1.377
  NBFC052 ,BaseFin 52 Ltd,BASE LAYER,North,FY23Q2,30-09-2022,MSME,"1,992.64",5.882,2.118,27.93,2.64
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY21Q4,31/03/2021,Wholesale/Corporate,709.05,6.583,2.962,26.58,1.532
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY22Q2,2021-09-30,  Retail (Gold) ,2246.73,2.027,0.851,23.39,2.099
NBFC020,MiddleFin 20 Ltd,  Middle Layer ,West,FY22Q4,31/03/2022,Retail (Personal/Unsecured),26806.39,8.915,3.477,27.18,1.232
NBFC019,MiddleFin 19 Ltd,ML,Central,FY21Q4,2021-03-31,Retail (Personal/Unsecured),18157.14,10.309,4.639,26.15,1.768
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY22Q4,31-03-2022,Microfinance,"4,264.60",11.355,4.428,26.74,1.27
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY22Q4,2022-03-31,Retail (Personal/Unsecured),25513.88,9.307,3.63,28.36,1.157
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY24Q4,31-03-2024,Infrastructure,24447.15,2.002,0.541,24.27,2.722
NBFC057,BaseFin 57 Ltd,base layer,North,FY21Q4,2021-03-31,MSME,1983.09,7.492,3.371,27.45,1.495
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q4,31/03/2024,Retail (Personal/Unsecured),13090.57,3.852,null,27.39,2.873
NBFC017,MiddleFin 17 Ltd,  Middle Layer ,North,FY21Q4,31/03/2021,Retail (Personal/Unsecured),24197.57,9.922,4.465,22.48,1.943
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY24Q2,2023-09-30,M.S.M.E,2329.3,4.543,1.363,28.45,2.616
NBFC028,MiddleFin 28 Ltd,ML,East,FY25Q2,30/09/2024,M.S.M.E,"44,262.08",3.944,0.947,28.56,3.072
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY24Q2,30-09-2023,Infrastructure,9803.77,2.998,0.899,28.65,2.636
NBFC012,UpperFin 12 Ltd,Upper Layer,North,FY23Q4,2023-03-31,Infrastructure,12073.63,3.051,1.007,24.69,2.897
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY23Q4,2023-03-31,Retail (Housing),662.4,1.97,0.65,29.2,3.357
NBFC033,MiddleFin 33 Ltd,Middle  Layer,East,FY22Q2,2021-09-30,Retail (Housing),8746.53,3.182,NA,27.83,1.075
NBFC017,MiddleFin 17 Ltd,Middle  Layer,North,FY23Q4,31/03/2023,Wholesale/Corporate,22484.22,4.086,1.348,25.59,2.726
NBFC004,UpperFin 04 Ltd,UL,Central,FY23Q2,30-09-2022,MSME,"8,926.50",250,2.015,28.41,2.279
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY24Q2,30-09-2023,Wholesale/Corporate,21804.73,3.876,1.163,28.29,3.274
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY22Q2,30-09-2021,Infrastructure,"6,391.26",5.406,2.271,27.87,1.883
NBFC006,UpperFin 06 Ltd,Upper Layer,South,FY23Q4,2023-03-31,MSME,18260.79,4.518%,1.491,28.75,3.208
NBFC050,BaseFin 50 Ltd,Base Layer,West,FY24Q4,31-03-2024,Microfinance,"4,665.53",null,1.268,28.71,3.611
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY24Q2,30-09-2023,Retail (Gold),9401.55,1.203,0.361,28.69,3.024
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY24Q2,30-09-2023,Wholesale/Corporate,18512.47,3.703%,1.111,30.46,3.024
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY21Q4,2021-03-31,Microfinance,4500.87,11.252,5.063,22.52,1.701
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY25Q4,31-03-2025,Infrastructure,318.35,2.366,0.497,27.99,3.144
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY24Q4,2024-03-31,Microfinance,"3,542.14",4.621,1.248,25.39,2.728
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY22Q2,30-09-2021,GOLD LOAN,8452.22,2.111,0.887,25.09%,1.042
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY24Q4,31/03/2024,Retail (Vehicle),37786.82,2.271,0.613,23.9,3.197
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY25Q4,31-03-2025,Retail (Housing),"27,040.63",1.572,0.33,28.49,2.384
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY24Q4,31/03/2024,Wholesale/Corporate,13068.6,2.517,0.68,29.45,2.813
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY23Q4,31-03-2023,Wholesale/Corporate,17921.7,3.929,1.297,25.06,2.548
NBFC059,BaseFin 59 Ltd,Base Layer,Central,FY23Q4,31-03-2023,Retail (Personal/Unsecured),3726.05,6.294,2.077,25.67,2.788
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY23Q2,2022-09-30,Retail (Housing),853.37,2.488,0.896,29.86,2.28
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY23Q4,31/03/2023,Wholesale/Corporate,13073.11,4.142,1.367,28.94,3.341
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY25Q4,2025-03-31,  Wholesale/Corporate ,14381.95,3.254,0.683,24.42,2.838
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY21Q4,31/03/2021,Microfinance,"2,832.99",11.303,5.086,24.13,1.758
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY22Q2,2021-09-30,Microfinance,2496.36,12.455,5.231,27.06,2.043
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY25Q4,2025-03-31,Infrastructure,14448.98,2.364,0.496,28.05,3.299
  NBFC014 ,UpperFin 14 Ltd,  Upper Layer ,Central,FY23Q4,2023-03-31,MSME,"12,564.38",4.733,1.562,27.57,2.351
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY23Q4,31-03-2023,Retail (Vehicle),1975.02,3.799,1.254,29.52,2.698
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY22Q2,30/09/2021,Microfinance,7497.02,12.672,5.322,28.38,2.196
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY23Q4,31/03/2023,Microfinance,17431.8,7.306,2.411,25.82,2.521
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY24Q2,30/09/2023,Infrastructure,8583.36,3.127,0.938,30.36,3.191
NBFC017,MiddleFin 17 Ltd,Middle  Layer,North,FY22Q2,30/09/2021,Wholesale/Corporate,18255.72,6.812,2.861,28.11,1.128
NBFC011,UpperFin 11 Ltd,UPPER LAYER,South,FY22Q2,30/09/2021,Microfinance,2889.4,12.316,5.173,24.28,1.804
NBFC016,MiddleFin 16 Ltd,ML,South,FY24Q4,2024-03-31,MSME,30795.61,2.82,0.761,25.87,3.275
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY24Q2,30/09/2023,Retail (Housing),722.3,1.848%,0.554,29.45,3.337
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY23Q4,2023-03-31,Retail (Housing),"27,422.36",1.941,0.641,28.35,3.456
NBFC046,BaseFin 46 Ltd,BL,South,FY25Q2,30/09/2024,Wholesale/Corporate,"1,354.17",3.583,0.86,27.54,3.342
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY24Q2,30/09/2023,Retail (Gold),5799.85,1.173,0.352,28.51,2.963
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY25Q4,31-03-2025,Retail (Personal/Unsecured),3794.42,4.6,0.966,23.6,2.644
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY23Q2,30/09/2022,Retail (Personal/Unsecured),13085.23,7.631,2.747,24.74,2.097
  NBFC012 ,UpperFin 12 Ltd,Upper Layer,North,FY22Q4,31/03/2022,Infrastructure,10327.0,4.791,1.868,24.23,1.363
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY25Q2,2024-09-30,MSME,"16,730.78",4.013,0.963,25.85,3.502
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY23Q4,31-03-2023,Retail (Personal/Unsecured),10723.56,,2.071,26.13,2.442
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY23Q2,30-09-2022,Retail (Housing),21326.88,2.433,0.876,27.3,1.765
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q4,2024-03-31,gold,9350.41,0.795,0.215,24.36%,3.329
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY23Q2,30-09-2022,Wholesale/Corporate,690.26,5.043,-,28.13%,2.177
NBFC001,UpperFin 01 Ltd,UPPER LAYER,South,FY21Q4,31/03/2021,micro finance,"3,832.73",11.756,5.29,26.95,1.68
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY24Q4,2024-03-31,Retail (Vehicle),19526.71,N/A,0.626,28.51,3.25
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY24Q2,30/09/2023,Retail (Vehicle),14267.77,3.455,6.455,30.26,3.631
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY23Q2,30-09-2022,Microfinance,5234.09,8.98,3.233,25.3,1.965
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY25Q2,30/09/2024,Retail (Vehicle),2094.25,3.155,0.757,28.71,2.844
NBFC054,BaseFin 54 Ltd,  Base Layer ,Central,FY22Q4,31/03/2022,Wholesale/Corporate,637.68,5.796,2.26,25.33,2.285
NBFC019,MiddleFin 19 Ltd,Middle  Layer,Central,FY25Q2,30/09/2024,Retail (Housing),30667.67,1.616,0.388,23.29,2.539
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY21Q4,31/03/2021,Microfinance,9716.57,11.303%,5.086,null,1.765
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY21Q4,31-03-2021,retail (housing),1159.72,3.242,1.459,,2.067
NBFC047,BaseFin 47 Ltd,BL,North,FY24Q2,30/09/2023,Wholesale/Corporate,541.72,3.76,1.128,29.31,3.57
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY22Q4,2022-03-31,Retail (Vehicle),"1,487.92",5.309,2.071,23.73,1.832
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY22Q4,31-03-2022,Retail (Vehicle),15380.38,5.435,2.12,28.91,1.292
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY23Q2,30/09/2022,Retail (Personal/Unsecured),10304.06,7.637,2.749,26.54,2.256
NBFC015,UpperFin 15 Ltd,UL,West,FY24Q4,2024-03-31,Retail (Housing),"29,752.98",1.254,0.339,26.97,3.828
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY22Q2,30/09/2021,Retail (Personal/Unsecured),"11,282.98",9.692,4.071,25.54%,1.645
